species,NC_128,NC_134,NC_136,NC_137,NC_138,NC_139,NC_140,NC_143,NC_144,NC_145,NC_146,NC_147,NC_148,NC_149,NC_150,NC_151,NC_152,NC_153,NC_154,NC_155,NC_156,NC_157,NC_158,NC_159,NC_160,NC_161,NC_162,NC_163,NC_164,NC_165,NC_166,NC_167,NC_168,NC_169,NC_173,NC_174,NC_176,NC_177,NC_180,NC_181,NC_182,NC_183,NC_184,NC_185,NC_186,NC_199,NC_200,NC_201,NC_202,NC_204,NC_205,NC_206,NC_207,NC_209,NC_210,NC_214,NC_218,NC_219,NC_220,NC_224,NC_225,NC_241,SLE_1,SLE_100,SLE_106,SLE_11,SLE_113,SLE_117,SLE_119,SLE_12,SLE_120,SLE_121,SLE_122,SLE_125,SLE_129,SLE_131,SLE_132,SLE_170,SLE_171,SLE_172,SLE_175,SLE_178,SLE_179,SLE_18,SLE_189,SLE_19,SLE_191,SLE_192,SLE_193,SLE_195,SLE_196,SLE_197,SLE_198,SLE_2,SLE_212,SLE_213,SLE_215,SLE_216,SLE_226,SLE_227,SLE_228,SLE_229,SLE_23,SLE_232,SLE_234,SLE_235,SLE_24,SLE_243,SLE_244,SLE_247,SLE_248,SLE_249,SLE_250,SLE_251,SLE_252,SLE_253,SLE_254,SLE_255,SLE_256,SLE_257,SLE_26,SLE_266,SLE_267,SLE_269,SLE_27,SLE_271,SLE_272,SLE_273,SLE_276,SLE_277,SLE_278,SLE_279,SLE_280,SLE_281,SLE_37,SLE_39,SLE_40,SLE_45,SLE_48,SLE_50,SLE_52,SLE_53,SLE_54,SLE_56,SLE_59,SLE_6,SLE_62,SLE_63,SLE_69,SLE_7,SLE_71,SLE_72,SLE_75,SLE_78,SLE_80,SLE_82,SLE_83,SLE_84,SLE_85,SLE_87,SLE_89,SLE_91,SLE_92,SLE_95,SLE_99
Bifidobacterium adolescentis,0.001042374,0.000206165,0.000248051,0,0,0.000102176,0,0.000201175,0.000402373,0.000889371,0.000275107,0.00049893,0,0.000359204,0.000674553,0,0,0,0.000175326,0.000593591,0,0.000376613,0.000126307,0.000462579,0.00064659,0.001005911,0.000157022,0.000116533,0.000172912,0,0.000269044,0.000746485,0.00042313,0.000587584,0.000682977,0.000302495,0.000268916,0.001149096,0,0,0.000124883,0.000107651,0.000424929,9.29E-05,0.000111912,0.000638235,0.000798315,0.00052305,0.000678296,0.000333591,8.22E-05,0.00065329,0.000302338,0.000875382,0.0004372,0,0.000100918,0.000416679,0.002209352,7.75E-05,0.000481126,0,0.000393286,0.000260832,0.000426244,0.000327281,0,0.000853285,0.000103093,6.74E-05,0.000142846,0.002320124,0.000538163,6.94E-05,0.000656962,6.35E-05,0.000333345,0.000254002,0,0.000516418,0.000664219,0.000215435,0,0.000365395,0.000787577,0.001404137,0,0.000148442,0.000112136,0.000140997,0.000128275,0.000187725,0.000403115,0.000187641,0.000484865,0.000239562,0,0.00019518,0.0004571,0.000464312,8.98E-05,0,0.000310019,0.000429337,0,6.71E-05,0.000384513,0.000644156,0.000640819,0.000198051,0.000500716,0,0.000586971,0.000387356,0.00030105,0.002308955,9.68E-05,0.000130891,0,0.00022553,0.000948655,0.000230186,0,0,0,0.000440478,0,0.000184423,0.000640742,0.005708419,0,0.000602559,0.000746794,0.000125526,0.000101277,0.000346674,0.00021022,0.000995224,0,8.82E-05,0.000377863,0.000267076,0.000136401,7.21E-05,0.000432034,0.000355369,0,0.000201553,0.000261063,0.000537267,0.002149795,0,0.000129384,0.000858085,0,0.001262192,0.000568366,0,0.000675684,0.001930119,0.000690036,0.002195024,0.000242485,0.000192126,0
Bifidobacterium longum,0.002780162,0.000502175,0.001249128,0.000117336,0.000126411,0.00054196,0.000401481,0.000606091,0.001489267,0.001161821,0.004238657,0.001425346,0.000126417,0.000400137,0.002490511,0.000276852,0.000314023,0.00020415,0.000209067,0.002068676,0.000106934,0.003975485,0.000509161,0.001271886,0.000781271,0.003299134,0.001432486,0.001064055,0.004372515,0,0.001681597,0.003697903,0.002714193,0.002398081,0.00295216,0.00026211,0.001241486,0.000768292,0,0.000423771,0.001412284,0.000203083,0.002637516,0.000122924,9.03E-05,0.001856374,0.001877869,0.00199303,0.004825854,0.00209233,0.000559963,0.007429019,0.001113415,0.001478257,0.004333561,0,7.85E-05,0.001732438,0.005272148,0.000121286,0.000602369,0,0.000748683,0.001858635,0.007348911,0.001407269,0.000128083,0.002346884,0.001480259,0.000635228,0.000318263,0.007361364,0.004389184,0.000864738,0.002882895,0.000393662,0.007660461,0.002527163,0,0.001244587,0.004148701,0.000723366,0.000183965,0.002296615,0.004226397,0.001679518,0.000182542,0.000830082,0.001919574,0.00017306,0,0.000442303,0.003003775,0.002511755,0.003786625,0.001680089,0.00045085,0.000121857,0.003810351,0.00025406,0.000175244,0.000107307,0.000518323,0.000201778,0.000642784,0.000203334,0.003694662,0.005270664,0.006487266,0.001684666,0,0.000735975,0.004069739,0.000776046,0.002065844,0.003804429,0.002020021,0.000166176,0,0.001754369,0.009885529,0.001122546,0.000850046,0.000153388,0.000454515,0.002564495,0.001755273,0.000151082,0.002894867,0.009739325,0.000244517,0.002562243,0.003545594,0.000486158,0.002462549,0.001059662,0.002340948,0.001125454,0.000845132,0,0.001209089,0.003596075,0.000140482,0.002055833,0.001593596,0.001279348,0.002248449,0.001731083,0.002187366,0.001046651,0,0.000178841,0.003107897,0.003432163,0,0.003216937,0.003713341,0.000160052,0.00127515,0.003662269,0.00638027,0.007082767,0.004527569,0,0.001346551
Bifidobacterium pseudocatenulatum,0.000377779,0.000163743,0.000166039,0.000162138,0.000107123,0.000171452,0,0.000372352,0.000705267,0.00029091,0,0.000256435,0.000109699,0.000265532,0.001583069,0,0,0,0.000168098,0.000377429,0.000123804,0.000129712,0.000244836,0.000485454,0.000496161,0.001635535,8.16E-05,0.000277539,9.60E-05,0,0.000530034,0.00081323,0.000532729,0.000373202,0.001623315,0.0001512,0.000209164,0.000611791,0.000155591,0,0.000131712,0.000210534,0.000487613,0.000318941,0.000208005,0,0.000454712,0.000504922,0.001443415,0.000253342,0.000198974,0.000374303,0.000358524,0.000407362,0.000180157,0,8.46E-05,0.000122765,0.000996195,0.000104083,0.0002924,0.000192979,0.000276981,0.000165719,0.000326842,0.000687204,0.00015054,0.000297233,0,0,0.000248771,0.002131532,0.001287364,0.000114595,0.001533877,0,0.000556602,0.000385463,0.000606631,0.000845901,0.001044728,0.000557845,0.000142948,0.000407788,0.001040511,0.000823054,0,0.000689566,0.00011092,0,0.000253528,0,0,9.23E-05,0.001026172,0,0,0.000122783,0.001512503,0.000268339,8.02E-05,0.000199843,8.92E-05,0,0,8.74E-05,0.000788465,0.001614445,0.001263856,0,0,0.000223805,0.000767951,0.000569632,0.000503232,0.001559191,0,0.000194861,9.27E-05,0.000317781,0.000143037,0.000120057,0,0,0.000286896,0.001099751,0,0.000136404,0.001678325,0,0.000312111,0.000811632,0,0.000170594,0,0.000818282,0,0.000495961,0,0,0.000176804,0.000126577,0.000102514,0.000319492,0.000242461,0.000126738,0,0.000548187,0,0.000773627,0,0,0,0.001404789,0,0.000635625,0.001255061,8.74E-05,0.001183222,0.001397573,0.000245278,0.001202197,0.000732726,0,0
Blautia obeum,0.000825396,0.000927248,0.000566141,0.000781579,0.000546531,0.000972703,0.001298658,0.000522207,0.00056084,0.001282588,0.001016629,0.000364778,0.000774314,0.000708784,0.000790845,0.000336992,0.000434235,0.001341207,0.000643073,0.001193888,0.00136742,0.000294675,0.000780014,0.001454675,0.001105895,0.000660877,0.000753118,0.001012421,0.001441898,0.001363527,0.000942132,0.00150623,0.00129575,0.000568919,0.001132442,0.000916978,0.000784042,0.000800027,0.000681285,0.000853086,0.001253261,0.000423779,0.000326634,0.001129551,0.000780842,0.001167286,0.000778282,0.000648208,0.000968363,0.000764732,0.00080055,0.000806353,0.000368493,0.001067666,0.001440145,0.000321361,0.000909655,0.001422429,0.000853919,0.00058225,0.000806889,0.000921174,0.00073736,0.000340819,0.001108135,0.000889812,0.000793631,0.001081086,0.001215985,0.000534584,0.001128543,0.000814619,0.002004003,0.001086039,0.001018759,0.000803751,0.001058843,0.000816376,0.000838529,0.000553644,0.000902646,0.001364235,0.000564099,0.000753722,0.000588197,0.00089719,0.000986218,0.000497254,0.00121658,0.000823097,0.000805675,0.001222467,0.000279966,0.000981015,0.000874532,0.000340118,0.001977457,0.000404202,0.00100472,0.000472609,0.000877435,0.000801653,0.000731317,0.000480542,0.001211449,0.000643902,0.000386079,0.001678919,0.00079048,0.000969364,0.001044736,0.001682942,0.001736894,0.001203245,0.001292726,0.001717066,0.001173401,0.001370468,0.000876182,0.001034126,0.000300216,0.000604964,0.001117842,0.00110757,0.000960631,0.001224115,0.001065687,0.000945976,0.001431593,0.001603107,0.002255489,0.00062856,0.000459789,0.000926223,0.001123516,0.000725784,0.000888582,0.000542993,0.000601274,0.001049891,0.000939493,0.000991521,0.000747653,0.001233379,0.001254682,0.000721955,0.001026636,0.001005067,0.000804081,0.000763995,0,0.000770577,0.000400125,0.001568251,0.001490332,0.001428478,0.000820908,0.001143539,0.000961787,0.000771421,0.001047851,0.000990315,0.001110197,0.00086308,0.001537125
Clostridia bacterium,0.001686257,0.000903246,0.001516319,0.00062053,0.001077914,0.001024864,0.000941662,0.001260263,0.00066399,0.001431259,0.00143569,0.001845231,0.000586236,0.001166378,0.000962453,0.000764849,0.001631971,0.001520553,0.001646265,0.001204751,0.001608248,0.001438905,0.001667887,0.001717878,0.001644508,0.000878824,0.000798643,0.000887934,0.001272323,0.001802861,0.000972777,0.001204846,0.001003116,0.002080166,0.000921449,0.000737792,0.001448002,0.001473853,0.001031117,0.001268401,0.001236489,0.000631723,0.001771263,0.001904601,0.00057097,0.001955534,0.001559429,0.000749231,0.002153474,0.000907406,0.001300131,0.000792039,0.000505523,0.001493992,0.000964398,0.003050305,0.000847085,0.001504867,0.001538317,0.00144268,0.002144314,0.002157891,0.001520897,0.00066058,0.000784722,0.001051344,0.001245399,0.000897764,0.001301761,0.001137893,0.001157073,0.000655223,0.000701008,0.000952416,0.001279412,0.001158062,0.001732994,0.000948846,0.001546499,0.000868763,0.001206391,0.000823706,0.001211021,0.000877264,0.001556443,0.00145636,0.001037549,0.00111453,0.001842674,0.001014853,0.00268948,0.001125812,0.001174476,0.000729492,0.001024295,0.001149667,0.000921044,0.00156676,0.001049729,0.001233423,0.001616936,0.000846416,0.001561013,0.001417405,0.001124908,0.002963796,0.001537008,0.001325774,0.000799949,0.001433207,0.001798835,0.001807916,0.000794723,0.001833367,0.001164035,0.001699908,0.000640118,0.003138819,0.001498935,0.000906573,0.001688412,0.002074679,0.002139895,0.001107878,0.001420415,0.000815815,0.001001087,0.001548819,0.000847893,0.005483587,0.001273536,0.000736628,0.000589499,0.001177437,0.001001144,0.001979319,0.000510161,0.001304944,0.000738795,0.001192185,0.000751343,0.000792668,0.000813885,0.000525023,0.001761639,0.00216537,0.001250724,0.000980873,0.001106253,0.000822982,0.001075902,0.001408474,0.000665785,0.001282887,0.002459518,0.001195353,0.001192134,0.000671109,0.000690657,0.001152373,0.001294516,0.000451132,0.001266905,0.00109758,0.001643042
Clostridiales bacterium,0.000961621,0.000662843,0.001359806,0.000148623,0.000459218,0.001042845,0.000569627,0.001448474,0.000682777,0.000996415,0.001142382,0.001364306,0.000562728,0.000588022,0.00053672,0.000241749,0.000977889,0.000931213,0.001538446,0.000824347,0.000780263,0.001110954,0.000500642,0.000788975,0.000849684,0.000384304,0.000420437,0.001023891,0.000787377,0.000878153,0.000723274,0.000353572,0.000330027,0.002389168,0.000469075,0.000392741,0.000487515,0.000665164,0.000143875,0.001454511,0.001230493,0.000611334,0.00056866,0.000625264,0.001020063,0.00133514,0.001823635,0.000502014,0.00128976,0.00041094,0.000362349,0.000406595,0.000504935,0.00069765,0.000640221,0.000373705,0.000478601,0.000557734,0.000195901,0.000520809,0.000974679,0.000872823,0.000618402,0.000723784,0,0.000101875,0.000642121,0.000303242,0.000831605,0.000656168,0.001049489,0.000141447,0.000574604,0.00020912,0.000594514,0.000372156,0.000350909,0.001595182,0.000617995,0.000482603,0.000301377,0.000535783,0.000890403,0.000440336,0.00041229,0.000373552,0.000712218,0.000752468,0.00091935,0.000724033,0.001120264,0.000417684,0.000905482,0.00159537,0.000492739,0.000599487,0,0.001362327,0.000439485,0.000366916,0.000239075,0.000307305,0.000868903,0.000737539,0.00042439,0.000916906,0.000800219,0.000533829,0.000334074,0.000585937,0.00131286,0.001457795,0.000818067,0.00114124,0.000837193,0.000222479,0.000322969,0.000629295,0.000596441,0.000291139,0.000777005,0.000389524,0,0.00077233,0.000641885,0.000102956,0.000472795,0.000430514,0.00041531,0,0.000622643,0.000504831,0.000740991,0.001063923,0.000412417,0.000304795,7.50E-05,0.000376383,0.000159807,0.000587069,0.000181642,0.000113386,0.000241378,0.000338616,0.000647393,0.000610609,0.000744932,0.000300474,0.000326779,0.000228961,0,0.000323206,0.000513778,0.000586726,0.000906394,0.000640055,0.000768732,0.000369374,0.000181984,0.000593467,0.000676279,0.000312457,0.000404155,0.000773133,0
Clostridiales bacterium 41_12_two_minus,0.000813529,0.00039264,0.000354284,0.000159584,0.001032871,0.000946782,0.001197847,0.000604361,0.001067938,0.000233846,0.001213056,0.000652897,0.000100747,0.001263494,0.000564477,0.00038849,0.000314176,0.000164658,0,0.000569828,0.000604242,9.43E-05,0.000396138,0,0.000371702,0.000254456,0.000878852,0.000792111,0.002035407,0.002243415,0.001626946,0.00018477,0.001500171,0.001441736,0.000616763,0.000138662,0.001129425,0.001124717,0.000249387,0.001132091,0.000106687,0.000961457,0.000302942,0.000903577,0.000746195,0.001612493,0.000172837,0.001160351,0.000728711,0.000387946,0.001462193,0.000416543,0.000145989,0.000668605,0.001185797,0.000200949,0.000773623,0.000660308,0.000960515,0.00023345,0.000559942,0.000489936,0.000303972,0.000432532,0.000246495,0.000528833,0.000263504,0.0004336,0.001006768,0.000673656,0.0003062,0.001301585,0.001462958,0.000270485,0.000915344,0.001158424,0.000534392,0.000948554,0.000279135,0.002024048,0.000191297,0.000592597,0.000627199,0.001065823,0.000384308,0.001189486,0.000461314,0.000380427,0.00076471,0.000403011,0.001823317,0.00139223,0.000364618,0.000334728,0.000154984,0.000157057,0.000415592,0.000362839,0.002242052,0.000201891,0.000251905,0.000314201,0.000928804,0.000337527,0.001871115,0.00045854,0.000744024,0,0.000126884,0.000205488,0.000436603,0.001587836,0.000862735,0.000438361,0.000195497,0.000859428,0.00196068,0,0.000262116,0.001745678,0.000235447,0.000628296,0,0.001280427,0.000926945,0.00097643,0.000613731,0.000386202,0.000324597,0,0.000301653,0.000745604,0.000551269,0.001524379,0.000257193,0.001287139,0.000197903,0.000493111,0.000157193,0.000699348,0.001686035,0.000423956,0.000353962,0.001318351,0.001352571,0.000880414,0.000606556,0.001417421,0.000218713,0.00065288,0,0.000297051,0.001089871,0.000397157,0.001172418,0.00054338,0.000505777,0.001335317,0.00010483,0.002030432,0.00078408,0.000212239,0,0.000332025,0
Clostridiales bacterium 41_21_two_genomes,0.000883742,0.000123905,0,0,0.000847914,0.001179908,0.000956154,0.000597629,0.001080627,0.000423878,0.000896973,0,0.000227476,0.001183614,0.0005869,0,0.000167596,0.000823201,0.000201137,0,0.000640097,0,0,0.000192447,0,0.000244949,0.000774935,0.000529287,0.003241673,0.002362934,0.002110185,0.000139779,0.001744451,0.000914821,0.000132367,0.000233368,0.001169616,0.001134764,0.000143623,0.000776257,0,0.000446192,0.000111803,0.00094269,0.001149435,0.002063097,0,0.001192393,0.000183783,0.000577659,0.001421325,0.000316862,0,0.000913219,0.001374764,0,0.000917029,0.000569468,0.000597779,0.000455698,0.000639609,0.000985983,0,0,0,0.000556453,0,0.000171428,0.000818991,0.000686826,0,0.001578635,0.002175716,0.000602309,0.00096735,0.001142841,0.000771405,0.000709857,0.001403445,0.001717394,0.000200241,0,0,0.001180692,0.000260405,0.001345496,0,0.000394648,0.000909761,0.000149289,0.001554562,0.001313179,0.00052461,0.001180121,0.000150748,0,0,0,0.003292095,0,0.000390029,0,0.000499953,0,0.002452405,0.000250039,0.000925405,0.000275612,0.000109319,0,0,0.001316046,0.000579096,0,0.000186771,0.001087636,0.002159565,0.000359572,0.000248798,0.002319436,0,0.000554835,0.000417763,0.001151394,0.00099878,0.001095096,0,0.000417756,0,0,0.000200008,0.001296226,0,0.001433123,0.000150937,0.001263807,9.63E-05,0.000243524,0.000302934,0.000771794,0.001084877,7.60E-05,0.000116768,0.001297261,0.000943396,0.000846869,0.000708091,0.001519933,0,0.000801143,0,0.000153877,0.001076681,0.00028067,0,0.000469055,0,0.001890295,9.56E-05,0.00264438,0.000379544,0.000137428,0.000356701,0.000516171,0
Clostridiales bacterium KLE1615,0.000972384,0.000161058,0.000255674,0.000126753,0.0013684,0.001480037,0.001667656,0.000782591,0.001536529,0.000215817,0.001994021,0.000429983,0.000587686,0.001481472,0.001165644,0,0.000489734,0.000579457,0.000142686,0.000283371,0.001453942,0.000471995,0.000183513,0.000658717,0.000482598,0.000808356,0.001154224,0.000700229,0.003553805,0.002550033,0.002125628,0.000163331,0.001834955,0.001742308,0.000690589,0.000710817,0.001884279,0.001180638,0.000116029,0.000703557,0.000502708,0.001030954,0.000474609,0.001343098,0.001693674,0.003212695,0.000222663,0.001595516,0.001340296,0.001200779,0.001954702,0.000796361,0.000308585,0.00115798,0.001303173,0.000469111,0.001212759,0.001200284,0.001189658,0.000673499,0.000993028,0.000505172,0.000645318,0.000303879,0.00059392,0.001648007,0.000408519,0,0.001703597,0.001591254,0.000360476,0.001985457,0.001932262,0.000635212,0.000837884,0.001232594,0.001491982,0.000541599,0.000997523,0.002574582,9.90E-05,0.000586499,0.000499329,0.001710582,0.000958942,0.001688733,0.000365092,0.000185833,0.001251656,0.000980469,0.001979395,0.001882678,0.000620322,0.001111387,0.000165132,0,0.000425566,0.000375872,0.002963619,0.000357451,0.000532861,0.000228181,0.00121346,0.000540738,0.00211822,0.000359877,0.001440465,0.000224739,0.00033413,0.000153771,0,0.00270343,0.000983605,0.000512062,0.000357908,0.001391171,0.00236805,0.00028491,0.00041098,0.002229134,0,0.000655763,0,0.001616738,0.001568401,0.001352818,0.000317594,0.000688009,0.000221194,0,0.000258007,0.001518268,0.000209085,0.001831894,0.000264229,0.0013919,0.000215304,0.001252664,0,0.000909997,0.001963131,0.000277541,0.000479928,0.001936537,0.001595655,0.001050337,0.000556741,0.002049906,0,0.00098589,0,0.000459917,0.002309569,0.0004639,0,0.000365928,0.000374961,0.001416079,0.000340129,0.002668465,0.00106086,0.000153715,0,0.000560186,0
Clostridium sp. AT4,0.000504437,0.00136844,0.000600985,0.001316603,0.001920211,0.000884803,0.001337681,0.000859752,0.000860031,0.000848228,0.001066756,0.001294252,0.001039014,0.000903048,0.000718939,0.000981704,0.001540186,0.00075922,0.000779707,0.001013459,0.00038729,0.000365766,0.00079011,0.000720775,0.001438538,0.001793134,0.002227077,0.000799645,0.000275401,0.000942533,0.000729112,0.000562549,0.000859527,0.000503938,0.002254081,0.002699368,0.000660706,0.00054795,0.000984226,0.000978227,0.00066041,0.001334356,0.000780832,0.000660928,0.000873363,0.000626411,0.000287156,0.001125879,0.000805281,0.001176547,0.000685148,0.000951997,0.000785621,0.000749142,0.001542984,0.000441298,0.001031483,0.001084673,0.000339793,0.001870128,0.00045054,0.000796892,0.001405221,0.000876557,0.000258121,0.00086311,0.001149555,0.000882251,0.000681521,0.001318306,0.000999092,0.00100665,0.000992361,0.000843139,0.001596879,0.001179965,0.000646622,0.000853107,0.001782432,0.000950398,0.001136562,0.001138447,0.001239914,0.000655715,0.001527695,0.00060722,0.004850856,0.000876034,0.000708014,0.001508947,0.000697852,0.000761876,0.001110225,0.000493645,0.0008916,0.00107746,0.00033546,0.001840788,0.00036629,0.000877596,0.000953001,0.002963607,0.00080505,0.003095266,0.004402903,0.000619392,0.000381975,0.001069954,0.001888306,0.000852205,0.003194204,0.00128173,0.000655178,0.001707469,0.00315662,0.000582904,0.001152588,0.000628073,0.00051491,0.001118158,0.000346177,0.001328451,0.001218754,0.000668425,0.00118609,0.000911846,0.003825762,0.000771839,0.00100583,0.0026425,0.002295696,0.000673547,0.001829634,0.001136383,0.001383171,0.000827176,0.002348746,0.001626097,0.000849112,0.000629184,0.00046074,0.000821477,0.001771592,0.00087799,0.000663951,0.000591869,0.000859239,0.001282275,0,0.003119794,0,0.000924142,0.000479791,0.002135725,0,0.000916143,0.001229618,0.001067164,0.00097867,0.000691797,0.000756539,0.00192737,0.000838202,0.000736551,0
Coprococcus catus,0.000890767,0.000366839,0.000289128,0.000322694,0.001521366,0.001088393,0.000262785,0.000944772,0.00027966,0.000272309,0.000418306,0,0.000372133,0.000351432,0.000477356,0,0.000317622,0.000873703,0.00127541,0,0.000912475,0.000573324,0.001633842,0,0.000209284,0.000459432,0.000219845,0.001127078,0.000194655,0.001167958,0.000431769,0.000339091,0.000983755,0.000838508,0.000273288,0.000151492,0.001131251,0.000835596,0.000146201,0,0.0010212,0.000487901,0.001071912,0.00101445,0.000350652,0.000268566,0,0.001676427,0.000447784,0.000168541,0.001070967,0.001930244,0.000138203,0.001186926,0.00031165,0.000390666,0.000547233,0.000840493,0.001857127,0.000649695,0.000806331,0.000904465,0,0.000110344,0.00117748,0.001375231,0.000388562,0.00016049,0.000123707,0.000707198,0,0.002577432,0.000168158,0.000262317,0.000399828,0.000274554,0.000251669,0.000350691,0,0.000342853,0.000321746,0.000326711,0,0.000705636,0.000238064,0.000829512,0.000698577,0.000181615,0.000393978,0.001518314,0.001389844,0.000491118,0,0.000137291,0.002604229,0.000418896,0.00052654,0.000349058,0.000297466,0.000175593,0.001286397,0.00037017,0.001225786,0,0.00012428,0.000391315,0.000284036,0,0.000210906,0.000217894,0.000362214,0.000226263,0.000454211,0.000296564,0.001760805,0.001731015,0.000315439,0.001599122,0.000375732,0.000350191,0.000147855,0.000421624,0.000402718,0.000664418,0.001261078,0.00022877,0.000322349,0.001490249,0.000356077,0.002910007,0.00054891,0.000594948,0.000318045,0.00029148,0.000265127,0.001327,0.001422363,0.000199259,0.000222022,0.000709715,0.001339923,0.000367064,0.000751634,0.001705194,0.001068361,0.000911487,0,0.000306318,0,0.000243851,0,0.000497021,0.000204822,0.00042084,0,0.00149912,0.001332707,0.000282978,0.001251657,0.000338541,0.001805303,0.00016553,0.000230777,0.000179788,0
Coprococcus comes,0.00046267,0.000429296,0.000487034,0.000409922,0.000575444,0.000215717,0.000399532,0.000570576,0.000877493,0.001062881,0.000298418,0.000718486,0.000310316,0.000270656,0.000295177,0.000351362,0.000567831,0.000195353,0.000262905,0.001052646,0.000280036,0.000104158,0.000378934,0.000890443,0.000451566,0.001145304,0.001103215,0.000156639,0.000222399,0.000643055,0.000403867,0.000215178,0.001124584,0.00067949,0.000670236,0.000538347,0.000221918,0.000464846,0.000625703,0.000374788,0.000941158,0.000407555,0.000428698,0.000786468,0.000431033,0.001131154,0.000603658,0.00084884,0.000644169,0.000455742,0.000221058,0.000638418,0.00035258,0.000570853,0.000843421,0.000532649,0.000438829,0.000589517,0.000402109,0.000339349,0.000325769,0.000471606,0.00070344,0.00033683,0.000673485,0.000250446,0.000556956,0.000580976,0.000597485,0.000555151,0.000427429,0.000350749,0.001011576,0.00054299,0.000315312,0.000456539,0.001912205,0.000483205,0.000561359,0.000360566,0.000784398,0.000858004,0.000186875,0.000183529,0.000342956,0.000247626,0.000766822,0.000487574,0.001408719,0.001639364,0.00056614,0.000806559,0.000452167,0.00069558,0.000392358,0.000514875,0.001756858,0.000497011,0.000774379,0.00082815,0.001910177,0.000701829,0.00069198,0.000426595,0.000706779,0.000223733,0.000121313,0.002133408,0.000613289,0.000603811,0.00023791,0.000455262,0.00072713,0.000316395,0.001611312,0.0017166,0.000375176,0.000702878,0.000309029,0.000612987,0.000465975,0.000552379,0.001500154,0.000214826,0.000946289,0.001565744,0.001159812,0.000430649,0.000366598,0.001770297,0.00174233,0.000150885,0.000831526,0.000666769,0.001241097,0.000881354,0.000372957,0.000936784,0.000649612,0.000662765,0.000234957,0.000384877,0.000488656,0.0017313,0.00032495,0.000639095,0.000434181,0.000566229,0.000700876,0.000401042,0.001865097,0.000383915,0.00051509,0.000985475,0.001363953,0.001977116,0.00067764,0.000471047,0.000945283,0.000390165,0.000313182,0.000895352,0.000652598,0.000262753,0.000703413
